RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	SpeciesKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	MeanFragmentLength	MeanFragmentLength(3term)	Coverage	Breadth	ExpectedBreadth	ProportionExpectedBreadth
simadna_10	499896	499896	499896	6151	0.8043	45.4	f	20182	Carnivora	Hyaenidae	Crocuta_crocuta	best	19440	0.9632	14081	1.3805	16765	13176	16186	43.74	-	55	128	0.9 (0.6,1.3)	1.1 (0.7,1.6)	0.0 (0.0,30.8)	0.0 (0.0,41.0)	53.9	55.0	44.46	0.978	1.0	0.978
simadna_10	499896	499896	499896	680	0.4017	1.38	f	450	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	450	1.0000	447	1.0067	12315	429	11826	1.42	-	0	2	0.0 (0.0,3.5)	0.0 (0.0,3.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.0	37.5	1.35	0.743	0.696	1.067
simadna_10	499896	499896	499896	690	0.6534	3.67	f	1902	Proboscidea	Elephantidae	Mammuthus_primigenius	best	1895	0.9963	1827	1.0372	16263	1784	16026	5.92	-	0	2	0.0 (0.0,1.1)	0.0 (0.0,1.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.8	43.0	5.53	0.969	0.992	0.977
simadna_10	499896	499896	499896	892	0.8313	13.0	f	6140	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	6118	0.9964	5488	1.1147	16167	5218	15832	17.32	-	4	18	0.3 (0.1,0.8)	0.1 (0.0,0.6)	0.0 (0.0,97.5)	N/A (N/A,N/A)	52.3	53.1	17.46	0.981	0.999	0.981
simadna_100	499924	499924	499924	1193	0.7047	8.72	f	4505	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	4499	0.9986	4200	1.0711	16462	4001	16280	4.10	-	6	22	0.5 (0.1,1.2)	0.2 (0.0,0.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	51.3	53.3	13.03	0.993	0.999	0.993
simadna_100	499924	499924	499924	3	0.0007102	440.0	f	552	Rodentia	Muridae	Rattus_leucopus	best	105	0.1902	57	1.8421	323	57	323	0.05	-	0	4	0.0 (0.0,30.8)	0.0 (0.0,30.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.0	36.5	0.15	0.019	0.124	0.159
simadna_100	499924	499924	499924	35	0.1357	277.0	f	119882	Artiodactyla	Bovidae	Bos_taurus	best	119908	1.0002	28347	4.2300	16232	27150	16073	27.86	-	23	75	0.2 (0.1,0.3)	0.2 (0.1,0.4)	0.0 (0.0,84.2)	0.0 (0.0,70.8)	61.5	65.1	107.03	0.993	1.0	0.993
simadna_100	499924	499924	499924	6162	0.8057	445.0	f	201492	Carnivora	Hyaenidae	Crocuta_crocuta	best	194563	0.9656	30346	6.4114	16896	28300	16350	29.04	-	110	308	0.9 (0.7,1.2)	0.9 (0.7,1.2)	0.0 (0.0,41.0)	0.0 (0.0,26.5)	60.5	59.5	107.54	0.985	1.0	0.985
simadna_100	499924	499924	499924	695	0.6581	37.4	f	19065	Proboscidea	Elephantidae	Mammuthus_primigenius	best	19063	0.9998	14260	1.3368	16413	14001	16229	14.37	-	14	49	0.2 (0.1,0.5)	0.3 (0.1,0.6)	0.0 (0.0,70.8)	0.0 (0.0,84.2)	53.0	53.0	45.08	0.978	1.0	0.978
simadna_100	499924	499924	499924	874	0.8145	137.0	f	60602	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	60351	0.9958	25197	2.3951	16448	23916	16086	24.54	-	35	95	0.3 (0.2,0.5)	0.4 (0.3,0.6)	0.0 (0.0,84.2)	0.0 (0.0,70.8)	58.4	62.0	89.52	0.998	1.0	0.998
simadna_100	499924	499924	499924	9	0.001321	1.0	f	823	Chiroptera	Phyllostomidae	Sturnira_bakeri	best	6	0.0072	4	1.5000	116	4	116	0.00	-	1	1	0.0 (0.0,97.5)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.8	43.0	0.01	0.007	0.009	0.771
simadna_1000	4999210	4999210	4999210	119	0.01533	1.22	f	3216	Carnivora	Eupleridae	Cryptoprocta_ferox	best	333	0.1035	65	5.1230	1073	51	958	0.03	-	2	5	11.1 (0.3,48.2)	7.1 (0.2,33.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.3	43.4	0.16	0.063	0.139	0.456
simadna_1000	4999210	4999210	4999210	1197	0.707	93.6	f	45135	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	45067	0.9984	23807	1.8930	16506	22635	16380	15.63	-	39	132	0.3 (0.2,0.5)	0.5 (0.3,0.7)	0.0 (0.0,36.9)	0.0 (0.0,84.2)	56.1	57.0	80.74	0.996	1.0	0.996
simadna_1000	4999210	4999210	4999210	12	0.001615	1.0	f	15	Lagomorpha	Leporidae	Lepus_americanus	best	7	0.4666	5	1.4000	201	5	201	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.2	N/A	0.01	0.011	0.012	0.912
simadna_1000	4999210	4999210	4999210	15	0.001957	1.27	f	19	Artiodactyla	Camelidae	Camelus_dromedarius	best	7	0.3684	4	1.7500	92	4	92	0.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.2	N/A	0.0	0.005	0.008	0.634
simadna_1000	4999210	4999210	4999210	16	0.003344	1.0	f	2738	Carnivora	Otariidae	Arctocephalus_pusillus	best	141	0.0514	38	3.7105	722	38	722	0.02	-	1	1	9.1 (0.2,41.3)	0.0 (0.0,30.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	47.3	36.0	0.1	0.043	0.09	0.477
simadna_1000	4999210	4999210	4999210	186	0.14	375.0	f	1203419	Artiodactyla	Bovidae	Bos_indicus	best	1188725	0.9877	30779	38.6213	16265	29656	16080	20.48	-	213	593	1.9 (1.5,2.3)	1.8 (1.5,2.2)	0.0 (0.0,16.1)	0.0 (0.0,16.1)	49.2	47.3	92.77	0.995	1.0	0.995
simadna_1000	4999210	4999210	4999210	19	0.003873	1.0	f	32	Carnivora	Phocidae	Phoca_fasciata	best	31	0.9687	11	2.8181	466	11	466	0.00	-	0	1	0.0 (0.0,60.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.9	91.0	0.03	0.027	0.028	0.978
simadna_1000	4999210	4999210	4999210	19	0.003891	1.05	f	23	Primates	Cheirogaleidae	Microcebus_danfossi	best	15	0.6521	5	3.0000	249	4	196	0.00	-	0	0	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.5	N/A	0.01	0.014	0.013	1.063
simadna_1000	4999210	4999210	4999210	20	0.002774	1.55	f	4592	Chiroptera	Vespertilionidae	Myotis_frater	best	126	0.0274	48	2.6250	1014	44	889	0.03	-	3	3	7.7 (0.2,36.0)	16.7 (2.1,48.4)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.2	46.0	0.13	0.059	0.113	0.523
simadna_1000	4999210	4999210	4999210	20	0.005706	1.2	f	19	Primates	Lepilemuridae	Lepilemur_otto	best	15	0.7894	5	3.0000	180	5	180	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.4	N/A	0.01	0.01	0.011	0.944
simadna_1000	4999210	4999210	4999210	20	0.00677	1.15	f	113	Primates	Cercopithecidae	Macaca_nigra	best	18	0.1592	8	2.2500	336	8	336	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.2	N/A	0.02	0.02	0.019	1.061
simadna_1000	4999210	4999210	4999210	20	0.02278	1.15	f	2694	Artiodactyla	Cervidae	Cervus_nippon_hortulorum	best	172	0.0638	68	2.5294	1685	66	1613	0.04	-	2	3	0.0 (0.0,19.5)	13.3 (1.7,40.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.6	45.3	0.19	0.102	0.155	0.658
simadna_1000	4999210	4999210	4999210	21	0.003549	1.0	f	7728	Carnivora	Mustelidae	Mustela_kathiah	best	1276	0.1651	115	11.0956	1307	114	1261	0.07	-	0	0	0.0 (0.0,17.6)	0.0 (0.0,11.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.7	N/A	0.31	0.078	0.24	0.328
simadna_1000	4999210	4999210	4999210	21	0.01574	1.0	f	1187	Carnivora	Ursidae	Ursus_thibetanus_formosanus	best	79	0.0665	30	2.6333	1005	28	932	0.01	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,52.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.7	N/A	0.08	0.058	0.069	0.845
simadna_1000	4999210	4999210	4999210	22	0.003141	1.14	f	4125	Chiroptera	Rhinolophidae	Rhinolophus_affinis	best	137	0.0332	44	3.1136	608	44	608	0.03	-	0	2	0.0 (0.0,33.6)	0.0 (0.0,26.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.0	51.5	0.12	0.036	0.102	0.35
simadna_1000	4999210	4999210	4999210	22	0.003241	32.7	f	946	Lagomorpha	Ochotonidae	Ochotona_thibetana	best	47	0.0496	19	2.4736	210	19	210	0.01	-	1	4	16.7 (0.4,64.1)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.6	42.8	0.04	0.012	0.037	0.321
simadna_1000	4999210	4999210	4999210	23	0.00284	1.13	f	24	Rodentia	Echimyidae	Proechimys_hoplomyoides	best	15	0.6250	6	2.5000	281	6	281	0.00	-	1	1	0.0 (0.0,97.5)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.7	42.0	0.01	0.016	0.015	1.076
simadna_1000	4999210	4999210	4999210	23	0.003313	1.0	f	5338	Rodentia	Muridae	Rattus_norvegicus	best	1323	0.2478	108	12.2500	904	107	862	0.07	-	4	9	15.4 (4.4,34.9)	0.0 (0.0,23.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.0	46.9	0.29	0.055	0.23	0.239
simadna_1000	4999210	4999210	4999210	23	0.004208	1.26	f	3048	Eulipotyphla	Soricidae	Sorex_tundrensis	best	90	0.0295	31	2.9032	806	28	765	0.01	-	1	1	0.0 (0.0,45.9)	10.0 (0.3,44.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.2	42.0	0.08	0.046	0.074	0.623
simadna_1000	4999210	4999210	4999210	25	0.003196	1.0	f	868	Cingulata	Chlamyphoridae	Cabassous_tatouay	best	52	0.0599	14	3.7142	386	14	386	0.00	-	0	1	0.0 (0.0,84.2)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.9	50.0	0.03	0.023	0.03	0.756
simadna_1000	4999210	4999210	4999210	27	0.003394	1.0	f	75	Rodentia	Sciuridae	Sundasciurus_brookei	best	57	0.7600	25	2.2800	893	23	851	0.01	-	0	1	0.0 (0.0,60.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.4	42.0	0.07	0.054	0.062	0.875
simadna_1000	4999210	4999210	4999210	27	0.004329	1.22	f	17	Perissodactyla	Rhinocerotidae	Rhinoceros_unicornis	best	11	0.6470	8	1.3750	328	8	328	0.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.9	N/A	0.02	0.019	0.021	0.922
simadna_1000	4999210	4999210	4999210	28	0.002599	1.14	f	2305	Macroscelidea	Macroscelididae	Elephantulus_intufi	best	63	0.0273	16	3.9375	337	16	337	0.01	-	0	0	0.0 (0.0,36.9)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.4	N/A	0.03	0.02	0.033	0.601
simadna_1000	4999210	4999210	4999210	28	0.003375	1.29	f	23	Pholidota	Manidae	Manis_crassicaudata	best	14	0.6086	5	2.8000	212	5	212	0.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.4	N/A	0.01	0.012	0.011	1.138
simadna_1000	4999210	4999210	4999210	28	0.005413	1.57	f	13	Artiodactyla	Ziphiidae	Mesoplodon_ginkgodens	best	5	0.3846	3	1.6666	112	3	112	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.3	N/A	0.0	0.006	0.006	1.135
simadna_1000	4999210	4999210	4999210	29	0.002922	1.0	f	15	Rodentia	Spalacidae	Rhizomys_sinensis	best	7	0.4666	3	2.3333	175	3	175	0.00	-	0	1	N/A (N/A,N/A)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	59.3	38.0	0.01	0.01	0.009	1.118
simadna_1000	4999210	4999210	4999210	29	0.003557	1.21	f	187	Eulipotyphla	Talpidae	Uropsilus_sp._1_FT-2014	best	36	0.1925	12	3.0000	582	11	539	0.00	-	0	1	0.0 (0.0,60.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	51.9	62.0	0.03	0.035	0.032	1.091
simadna_1000	4999210	4999210	4999210	3	0.001367	1.0	f	565	Rodentia	Cricetidae	Microtus_fortis_calamorum	best	52	0.0920	15	3.4666	487	15	487	0.01	-	0	1	0.0 (0.0,97.5)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.3	43.0	0.04	0.029	0.039	0.76
simadna_1000	4999210	4999210	4999210	32	0.004874	1.25	f	8096	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	258	0.0318	75	3.4400	832	75	832	0.05	-	0	3	0.0 (0.0,30.8)	0.0 (0.0,26.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.9	51.3	0.2	0.049	0.166	0.299
simadna_1000	4999210	4999210	4999210	35	0.00439	1.06	f	1797	Carnivora	Canidae	Vulpes_chama	best	282	0.1569	48	5.8750	769	48	769	0.03	-	1	1	0.0 (0.0,52.2)	12.5 (0.3,52.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.8	58.0	0.12	0.045	0.102	0.447
simadna_1000	4999210	4999210	4999210	35	0.02608	375.0	f	5328	Carnivora	Felidae	Panthera_tigris_amoyensis	best	863	0.1619	215	4.0139	1930	212	1888	0.14	-	4	8	2.6 (0.1,13.5)	4.3 (0.9,12.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	52.5	50.5	0.66	0.113	0.445	0.254
simadna_1000	4999210	4999210	4999210	39	0.005284	1.21	f	2414	Chiroptera	Pteropodidae	Rousettus_amplexicaudatus	best	80	0.0331	30	2.6666	776	29	740	0.02	-	0	2	0.0 (0.0,45.9)	0.0 (0.0,45.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.2	60.0	0.08	0.047	0.072	0.65
simadna_1000	4999210	4999210	4999210	39	0.005565	1.08	f	22	Rodentia	Dipodidae	Sicista_betulina	best	9	0.4090	4	2.2500	184	4	184	0.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	55.2	N/A	0.01	0.011	0.011	0.948
simadna_1000	4999210	4999210	4999210	42	0.007591	624.0	f	4030	Carnivora	Viverridae	Genetta_genetta	best	846	0.2099	116	7.2931	1226	116	1226	0.08	-	2	10	5.3 (0.1,26.0)	3.3 (0.1,17.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.7	40.2	0.3	0.072	0.237	0.305
simadna_1000	4999210	4999210	4999210	45	0.004975	103.0	f	2886	Carnivora	Mephitidae	Mydaus_javanensis	best	457	0.1583	47	9.7234	483	47	483	0.03	-	0	1	0.0 (0.0,30.8)	0.0 (0.0,36.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.8	37.0	0.12	0.029	0.104	0.28
simadna_1000	4999210	4999210	4999210	47	0.007796	1.17	f	24	Primates	Cebidae	Leontopithecus_rosalia	best	19	0.7916	6	3.1666	254	6	254	0.00	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.2	35.0	0.01	0.015	0.015	1.002
simadna_1000	4999210	4999210	4999210	6	0.004147	1.0	f	1662	Perissodactyla	Equidae	Equus_quagga_chapmani	best	768	0.4620	39	19.6923	459	39	459	0.02	-	1	3	8.3 (0.2,38.5)	0.0 (0.0,36.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.5	38.7	0.1	0.027	0.085	0.327
simadna_1000	4999210	4999210	4999210	6569	0.8589	4170.0	f	2015053	Carnivora	Hyaenidae	Crocuta_crocuta	best	1952496	0.9689	32134	60.7610	16942	30192	16373	20.85	-	104	317	0.8 (0.6,1.0)	0.9 (0.6,1.1)	0.0 (0.0,30.8)	0.0 (0.0,36.9)	47.4	48.4	89.49	0.988	1.0	0.988
simadna_1000	4999210	4999210	4999210	695	0.6581	369.0	f	189883	Proboscidea	Elephantidae	Mammuthus_primigenius	best	189878	0.9999	31982	5.9370	16450	31342	16304	21.65	-	32	105	0.3 (0.2,0.4)	0.3 (0.2,0.4)	0.0 (0.0,70.8)	N/A (N/A,N/A)	60.2	59.9	114.8	0.98	1.0	0.98
simadna_1000	4999210	4999210	4999210	77	0.0144	173.0	f	11344	Carnivora	Herpestidae	Herpestes_ichneumon	best	3908	0.3444	261	14.9731	1665	259	1638	0.17	-	6	15	4.2 (0.5,14.3)	6.9 (1.9,16.7)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	48.6	49.2	0.75	0.099	0.486	0.204
simadna_1000	4999210	4999210	4999210	891	0.8304	1340.0	f	607649	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	605689	0.9967	30917	19.5908	16437	29426	16048	20.32	-	35	101	0.3 (0.2,0.5)	0.3 (0.2,0.4)	0.0 (0.0,60.2)	0.0 (0.0,60.2)	52.1	54.1	98.03	0.997	1.0	0.997
simadna_hd	499886	499886	499886	14	0.00172	1.79	f	34	Eulipotyphla	Soricidae	Crocidura_shantungensis	best	1	0.0294	1	1.0000	37	0	0	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A	N/A	0.0	0.002	0.001	1.133
simadna_hd	499886	499886	499886	16	0.002704	1.0	f	27	Carnivora	Mustelidae	Mustela_kathiah	best	5	0.1851	5	1.0000	220	5	220	0.17	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.0	40.0	0.01	0.013	0.011	1.139
simadna_hd	499886	499886	499886	17	0.002349	1.06	f	33	Carnivora	Felidae	Panthera_tigris	best	6	0.1818	6	1.0000	270	6	270	0.21	-	1	3	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.0	38.0	0.01	0.015	0.013	1.14
simadna_hd	499886	499886	499886	204	0.1932	1.05	f	167	Proboscidea	Elephantidae	Mammuthus_primigenius	best	160	0.9580	160	1.0000	6473	158	6386	5.54	++	21	44	37.1 (21.5,55.1)	32.3 (16.7,51.4)	50.0 (6.8,93.2)	50.0 (6.8,93.2)	51.0	51.4	0.48	0.385	0.349	1.103
simadna_hd	499886	499886	499886	28	0.005235	1.25	f	21	Carnivora	Herpestidae	Herpestes_ichneumon	best	1	0.0476	1	1.0000	35	1	35	0.03	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	35.0	N/A	0.0	0.002	0.001	1.133
simadna_hd	499886	499886	499886	451	0.4203	1.47	f	492	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	480	0.9756	473	1.0147	11846	446	11208	15.65	++	58	106	37.2 (27.0,48.3)	31.4 (21.8,42.3)	20.0 (0.5,71.6)	16.7 (0.4,64.1)	52.2	51.3	1.5	0.718	0.735	0.977
simadna_hd	499886	499886	499886	5548	0.7254	2.64	f	1546	Carnivora	Hyaenidae	Crocuta_crocuta	best	1430	0.9249	1389	1.0295	15793	1305	15081	45.80	++	178	339	37.3 (31.6,43.2)	31.5 (25.9,37.6)	38.1 (18.1,61.6)	34.8 (16.4,57.3)	51.7	51.4	4.2	0.921	0.975	0.944
simadna_hd	499886	499886	499886	58	0.2248	1.36	f	988	Artiodactyla	Bovidae	Bos_taurus	best	939	0.9504	920	1.0206	14698	889	14345	31.20	++	122	212	40.1 (32.8,47.7)	35.0 (27.6,42.9)	33.3 (11.8,61.6)	33.3 (11.8,61.6)	52.0	52.4	2.93	0.899	0.925	0.972
simadna_hd	499886	499886	499886	6	0.001936	1.0	f	36	Rodentia	Muridae	Rattus_rattus	best	2	0.0555	2	1.0000	79	2	79	0.07	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.5	N/A	0.0	0.004	0.004	1.134
simadna_hd	499886	499886	499886	7	0.001556	1.14	f	23	Artiodactyla	Cervidae	Mazama_nemorivaga	best	6	0.2608	6	1.0000	175	6	175	0.21	-	1	1	0.0 (0.0,97.5)	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.3	40.0	0.01	0.01	0.014	0.75
simadna_hd	499886	499886	499886	72	0.04253	1.0	f	35	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	34	0.9714	34	1.0000	1818	31	1689	1.08	++	7	14	75.0 (19.4,99.4)	62.5 (24.5,91.5)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	54.5	53.4	0.11	0.109	0.093	1.174
simadna_hd_01	499907	499907	499907	1229	0.1607	1.15	f	145	Carnivora	Hyaenidae	Crocuta_crocuta	best	130	0.8965	128	1.0156	5138	122	4930	45.01	++	16	27	32.0 (14.9,53.5)	30.8 (14.3,51.8)	0.0 (0.0,97.5)	0.0 (0.0,70.8)	50.2	51.4	0.37	0.299	0.282	1.062
simadna_hd_01	499907	499907	499907	15	0.01129	1.0	f	115	Artiodactyla	Bovidae	Bos_indicus	best	96	0.8347	96	1.0000	4221	92	4022	33.94	++	10	15	50.0 (18.7,81.3)	27.8 (9.7,53.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	51.3	58.3	0.3	0.258	0.234	1.103
simadna_hd_01	499907	499907	499907	29	0.02746	1.0	f	19	Proboscidea	Elephantidae	Mammuthus_primigenius	best	15	0.7894	15	1.0000	780	14	731	5.16	-	2	2	0.0 (0.0,84.2)	50.0 (6.8,93.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	52.2	58.0	0.04	0.046	0.04	1.155
simadna_hd_01	499907	499907	499907	38	0.03541	1.0	f	45	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	44	0.9777	44	1.0000	2166	43	2128	15.86	+	6	8	30.0 (6.7,65.2)	36.4 (10.9,69.2)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	53.3	60.0	0.14	0.131	0.117	1.119
simadna_hd_10	499901	499901	499901	10	0.001351	9.6	f	110	Chiroptera	Pteropodidae	Rousettus_lanosus	best	16	0.1454	15	1.0666	315	15	315	0.06	-	2	3	66.7 (9.4,99.2)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	43.1	51.0	0.03	0.018	0.033	0.56
