RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	SpeciesKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	MeanFragmentLength	MeanFragmentLength(3term)	Coverage	Breadth	ExpectedBreadth	ProportionExpectedBreadth
simadna_10	499896	499896	499896	760	0.6524	3.53	f	1920	Proboscidea	Elephantidae	Mammuthus_primigenius	best	1920	1.0000	1851	1.0372	16292	1808	16055	5.89	-	0	2	0.0 (0.0,1.1)	0.0 (0.0,1.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.7	43.0	5.59	0.971	0.992	0.978
simadna_10	499896	499896	499896	993	0.8317	12.7	f	6281	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	6258	0.9963	5609	1.1157	16166	5336	15831	17.39	-	4	18	0.3 (0.1,0.8)	0.1 (0.0,0.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	52.2	53.1	17.79	0.98	0.999	0.98
simadna_100	499924	499924	499924	1314	0.7184	8.29	f	4547	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	4540	0.9984	4235	1.0720	16416	4036	16234	4.10	-	6	23	0.5 (0.1,1.2)	0.2 (0.0,0.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	51.3	52.5	13.14	0.991	0.999	0.991
simadna_100	499924	499924	499924	37	0.136	268.0	f	124010	Artiodactyla	Bovidae	Bos_taurus	best	123988	0.9998	28918	4.2875	16161	27672	15979	28.11	-	23	75	0.2 (0.1,0.3)	0.2 (0.1,0.4)	0.0 (0.0,84.2)	0.0 (0.0,70.8)	61.5	65.1	109.11	0.989	1.0	0.989
simadna_100	499924	499924	499924	4	0.001033	1.0	f	524	Rodentia	Muridae	Rattus_niobe	best	62	0.1183	33	1.8787	141	33	141	0.03	-	0	0	0.0 (0.0,33.6)	0.0 (0.0,52.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.0	N/A	0.09	0.008	0.08	0.107
simadna_100	499924	499924	499924	6	0.0008143	1.0	f	746	Chiroptera	Phyllostomidae	Sturnira_bakeri	best	0	0	0	0	0	0	0	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A	N/A	0	0.0	0.0	
simadna_100	499924	499924	499924	6591	0.8023	431.0	f	203487	Carnivora	Hyaenidae	Crocuta_crocuta	best	196463	0.9654	30252	6.4942	16772	28173	16226	28.62	-	106	304	0.9 (0.7,1.2)	0.9 (0.7,1.1)	0.0 (0.0,41.0)	0.0 (0.0,26.5)	60.6	59.2	107.37	0.978	1.0	0.978
simadna_100	499924	499924	499924	767	0.6584	36.2	f	19258	Proboscidea	Elephantidae	Mammuthus_primigenius	best	19256	0.9998	14393	1.3378	16432	14134	16248	14.36	-	14	49	0.2 (0.1,0.5)	0.3 (0.1,0.6)	0.0 (0.0,70.8)	0.0 (0.0,84.2)	53.0	53.0	45.46	0.979	1.0	0.979
simadna_100	499924	499924	499924	974	0.8157	132.0	f	62220	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	61966	0.9959	25668	2.4141	16410	24374	16048	24.76	-	35	95	0.3 (0.2,0.5)	0.4 (0.3,0.6)	0.0 (0.0,84.2)	0.0 (0.0,70.8)	58.3	62.0	91.03	0.995	1.0	0.995
simadna_1000	4999210	4999210	4999210	105	0.01259	1.18	f	2992	Carnivora	Eupleridae	Cryptoprocta_ferox	best	33	0.0110	14	2.3571	611	14	611	0.00	-	1	3	25.0 (0.6,80.6)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.6	42.3	0.03	0.036	0.033	1.077
simadna_1000	4999210	4999210	4999210	1318	0.7206	89.0	f	45560	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	45492	0.9985	23990	1.8962	16505	22818	16379	15.80	-	40	135	0.3 (0.2,0.5)	0.5 (0.3,0.7)	0.0 (0.0,33.6)	0.0 (0.0,84.2)	56.0	56.7	81.28	0.996	1.0	0.996
simadna_1000	4999210	4999210	4999210	17	0.003141	1.0	f	45	Carnivora	Phocidae	Phoca_fasciata	best	34	0.7555	13	2.6153	538	13	538	0.00	-	0	1	0.0 (0.0,60.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.8	91.0	0.03	0.032	0.032	1.0
simadna_1000	4999210	4999210	4999210	17	0.003204	1.0	f	20	Primates	Cheirogaleidae	Microcebus_danfossi	best	15	0.7500	5	3.0000	249	4	196	0.00	-	0	0	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.5	N/A	0.01	0.014	0.013	1.063
simadna_1000	4999210	4999210	4999210	17	0.005244	1.18	f	109	Primates	Cercopithecidae	Macaca_nigra	best	11	0.1009	6	1.8333	263	6	263	0.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.2	N/A	0.01	0.015	0.015	1.038
simadna_1000	4999210	4999210	4999210	18	0.00344	1.0	f	2673	Carnivora	Otariidae	Arctocephalus_pusillus	best	19	0.0071	7	2.7142	243	7	243	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.3	N/A	0.01	0.014	0.016	0.875
simadna_1000	4999210	4999210	4999210	18	0.01233	1.0	f	1324	Carnivora	Ursidae	Ursus_thibetanus_formosanus	best	37	0.0279	16	2.3125	753	13	635	0.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,52.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.9	N/A	0.04	0.044	0.04	1.093
simadna_1000	4999210	4999210	4999210	19	0.002195	1.11	f	24	Rodentia	Echimyidae	Proechimys_hoplomyoides	best	15	0.6250	6	2.5000	281	6	281	0.00	-	1	1	0.0 (0.0,97.5)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.7	42.0	0.01	0.016	0.015	1.076
simadna_1000	4999210	4999210	4999210	19	0.01921	1.16	f	2432	Artiodactyla	Cervidae	Cervus_nippon_hortulorum	best	98	0.0402	48	2.0416	1648	44	1519	0.03	-	2	3	0.0 (0.0,23.2)	15.4 (1.9,45.4)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.0	45.3	0.14	0.1	0.117	0.854
simadna_1000	4999210	4999210	4999210	20	0.005259	1.1	f	16	Primates	Lepilemuridae	Lepilemur_otto	best	15	0.9375	5	3.0000	180	5	180	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.4	N/A	0.01	0.01	0.011	0.944
simadna_1000	4999210	4999210	4999210	206	0.1383	328.0	f	1244671	Artiodactyla	Bovidae	Bos_indicus	best	1228720	0.9871	31022	39.6080	16304	29863	16111	20.68	-	211	596	1.8 (1.5,2.2)	1.8 (1.5,2.2)	0.0 (0.0,16.1)	0.0 (0.0,16.1)	48.6	47.1	92.39	0.997	1.0	0.997
simadna_1000	4999210	4999210	4999210	21	0.002782	1.1	f	4036	Chiroptera	Rhinolophidae	Rhinolophus_affinis	best	14	0.0034	8	1.7500	245	8	245	0.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.5	N/A	0.01	0.014	0.016	0.863
simadna_1000	4999210	4999210	4999210	21	0.003515	1.24	f	2028	Eulipotyphla	Soricidae	Sorex_tundrensis	best	28	0.0138	14	2.0000	547	11	506	0.00	-	0	0	0.0 (0.0,70.8)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.2	N/A	0.04	0.031	0.037	0.836
simadna_1000	4999210	4999210	4999210	21	0.003897	1.14	f	7260	Carnivora	Mustelidae	Mustela_erminea	best	962	0.1325	61	15.7704	694	61	694	0.04	-	1	3	8.3 (0.2,38.5)	0.0 (0.0,23.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.8	44.7	0.15	0.042	0.127	0.329
simadna_1000	4999210	4999210	4999210	22	0.002815	1.55	f	2845	Chiroptera	Vespertilionidae	Myotis_frater	best	39	0.0137	21	1.8571	792	17	667	0.01	-	1	1	0.0 (0.0,60.2)	16.7 (0.4,64.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	55.4	78.0	0.06	0.046	0.057	0.806
simadna_1000	4999210	4999210	4999210	24	0.002868	1.0	f	1528	Cingulata	Chlamyphoridae	Cabassous_tatouay	best	16	0.0104	6	2.6666	131	6	131	0.00	-	0	1	N/A (N/A,N/A)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.5	50.0	0.01	0.007	0.012	0.629
simadna_1000	4999210	4999210	4999210	24	0.003546	1.17	f	19	Perissodactyla	Rhinocerotidae	Rhinoceros_unicornis	best	12	0.6315	9	1.3333	364	9	364	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.2	N/A	0.02	0.021	0.022	0.941
simadna_1000	4999210	4999210	4999210	24	0.004938	1.25	f	5031	Rodentia	Muridae	Rattus_korinchi	best	27	0.0053	15	1.8000	639	15	639	0.01	-	0	2	0.0 (0.0,84.2)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.7	40.0	0.04	0.039	0.034	1.122
simadna_1000	4999210	4999210	4999210	25	0.002398	1.0	f	11	Rodentia	Spalacidae	Rhizomys_sinensis	best	7	0.6363	3	2.3333	175	3	175	0.00	-	0	1	N/A (N/A,N/A)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	59.3	38.0	0.01	0.01	0.009	1.118
simadna_1000	4999210	4999210	4999210	26	0.004549	1.58	f	12	Artiodactyla	Ziphiidae	Mesoplodon_ginkgodens	best	5	0.4166	3	1.6666	112	3	112	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.3	N/A	0.0	0.006	0.006	1.135
simadna_1000	4999210	4999210	4999210	27	0.003036	1.26	f	383	Pholidota	Manidae	Manis_crassicaudata	best	47	0.1227	14	3.3571	236	14	236	0.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,52.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.3	N/A	0.03	0.014	0.034	0.41
simadna_1000	4999210	4999210	4999210	28	0.003217	1.21	f	401	Eulipotyphla	Talpidae	Uropsilus_sp._1_FT-2014	best	24	0.0598	9	2.6666	440	8	397	0.00	-	0	1	0.0 (0.0,84.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.2	62.0	0.02	0.026	0.024	1.075
simadna_1000	4999210	4999210	4999210	28	0.003281	1.0	f	70	Rodentia	Sciuridae	Sundasciurus_brookei	best	54	0.7714	25	2.1600	877	23	835	0.01	-	0	1	0.0 (0.0,60.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.0	42.0	0.07	0.053	0.064	0.834
simadna_1000	4999210	4999210	4999210	29	0.00258	1.14	f	2238	Macroscelidea	Macroscelididae	Elephantulus_intufi	best	14	0.0062	4	3.5000	162	4	162	0.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.5	N/A	0.0	0.009	0.008	1.137
simadna_1000	4999210	4999210	4999210	3	0.001251	1.0	f	67	Rodentia	Cricetidae	Microtus_fortis_calamorum	best	32	0.4776	9	3.5555	343	9	343	0.00	-	0	1	0.0 (0.0,97.5)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.0	43.0	0.02	0.021	0.022	0.928
simadna_1000	4999210	4999210	4999210	31	0.003621	1.03	f	1811	Carnivora	Canidae	Vulpes_chama	best	201	0.1109	33	6.0909	577	33	577	0.02	-	1	2	0.0 (0.0,60.2)	16.7 (0.4,64.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.5	62.5	0.08	0.034	0.074	0.462
simadna_1000	4999210	4999210	4999210	31	0.004348	1.23	f	7274	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	39	0.0053	19	2.0526	572	19	572	0.01	-	0	1	0.0 (0.0,84.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.8	50.0	0.04	0.034	0.043	0.796
simadna_1000	4999210	4999210	4999210	35	0.004404	1.17	f	2528	Chiroptera	Pteropodidae	Rousettus_amplexicaudatus	best	22	0.0087	10	2.2000	460	9	424	0.00	-	0	0	0.0 (0.0,70.8)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.8	N/A	0.02	0.027	0.025	1.072
simadna_1000	4999210	4999210	4999210	35	0.02378	482.0	f	7654	Carnivora	Felidae	Panthera_tigris_amoyensis	best	816	0.1066	107	7.6261	1726	104	1646	0.07	-	2	6	6.7 (0.2,31.9)	4.8 (0.1,23.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.2	49.0	0.27	0.101	0.212	0.477
simadna_1000	4999210	4999210	4999210	37	0.005003	1.11	f	19	Rodentia	Dipodidae	Sicista_betulina	best	9	0.4736	4	2.2500	184	4	184	0.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	55.2	N/A	0.01	0.011	0.011	0.948
simadna_1000	4999210	4999210	4999210	41	0.006775	516.0	f	4086	Carnivora	Viverridae	Genetta_genetta	best	690	0.1688	69	10.0000	710	69	710	0.04	-	2	7	8.3 (0.2,38.5)	6.2 (0.2,30.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.7	41.1	0.17	0.042	0.145	0.288
simadna_1000	4999210	4999210	4999210	43	0.004465	105.0	f	1015	Carnivora	Mephitidae	Mydaus_javanensis	best	336	0.3310	21	16.0000	208	21	208	0.01	-	0	1	0.0 (0.0,41.0)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.2	37.0	0.05	0.012	0.044	0.285
simadna_1000	4999210	4999210	4999210	43	0.006763	1.19	f	22	Primates	Cebidae	Leontopithecus_rosalia	best	19	0.8636	6	3.1666	254	6	254	0.00	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.2	35.0	0.01	0.015	0.015	1.002
simadna_1000	4999210	4999210	4999210	6994	0.8514	4060.0	f	2036501	Carnivora	Hyaenidae	Crocuta_crocuta	best	1969478	0.9670	31788	61.9566	16725	29837	16146	20.66	-	104	317	0.8 (0.6,1.0)	0.9 (0.6,1.1)	0.0 (0.0,30.8)	0.0 (0.0,41.0)	47.1	47.2	87.93	0.975	1.0	0.975
simadna_1000	4999210	4999210	4999210	7	0.0008754	1.0	f	16	Lagomorpha	Leporidae	Lepus_americanus	best	7	0.4375	5	1.4000	201	5	201	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.2	N/A	0.01	0.011	0.012	0.912
simadna_1000	4999210	4999210	4999210	75	0.01272	115.0	f	12953	Carnivora	Herpestidae	Herpestes_ichneumon	best	5051	0.3899	221	22.8552	1196	220	1172	0.15	-	8	19	4.4 (0.5,15.1)	12.0 (4.5,24.3)	0.0 (0.0,84.2)	0.0 (0.0,84.2)	50.4	50.1	0.66	0.071	0.443	0.16
simadna_1000	4999210	4999210	4999210	767	0.6584	357.0	f	191927	Proboscidea	Elephantidae	Mammuthus_primigenius	best	191931	1.0000	32154	5.9691	16450	31514	16304	21.82	-	32	105	0.3 (0.2,0.4)	0.3 (0.2,0.4)	0.0 (0.0,70.8)	N/A (N/A,N/A)	60.1	59.9	115.24	0.98	1.0	0.98
simadna_1000	4999210	4999210	4999210	9	0.001524	2.0	f	1316	Perissodactyla	Equidae	Equus_zebra_hartmannae	best	60	0.0455	11	5.4545	330	11	330	0.00	-	0	2	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.8	36.5	0.02	0.02	0.023	0.863
simadna_1000	4999210	4999210	4999210	992	0.8308	1300.0	f	623418	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	621255	0.9965	31054	20.0056	16391	29566	16002	20.47	-	35	102	0.3 (0.2,0.5)	0.3 (0.2,0.4)	0.0 (0.0,60.2)	0.0 (0.0,60.2)	51.5	54.1	97.47	0.994	1.0	0.994
simadna_hd	499886	499886	499886	13	0.002011	1.0	f	23	Carnivora	Mustelidae	Mustela_kathiah	best	5	0.2173	5	1.0000	220	5	220	0.17	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.0	40.0	0.01	0.013	0.011	1.139
simadna_hd	499886	499886	499886	15	0.001901	1.07	f	41	Carnivora	Felidae	Panthera_tigris	best	7	0.1707	7	1.0000	310	7	310	0.24	-	1	3	33.3 (0.8,90.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.3	38.0	0.01	0.018	0.015	1.141
simadna_hd	499886	499886	499886	16	0.001838	1.31	f	27	Eulipotyphla	Soricidae	Crocidura_shantungensis	best	1	0.0370	1	1.0000	37	0	0	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A	N/A	0.0	0.002	0.001	1.133
simadna_hd	499886	499886	499886	221	0.1897	1.05	f	164	Proboscidea	Elephantidae	Mammuthus_primigenius	best	160	0.9756	160	1.0000	6486	158	6399	5.55	++	21	44	36.1 (20.8,53.8)	33.3 (17.3,52.8)	50.0 (6.8,93.2)	50.0 (6.8,93.2)	51.2	51.4	0.48	0.386	0.35	1.102
simadna_hd	499886	499886	499886	25	0.004239	1.16	f	23	Carnivora	Herpestidae	Herpestes_ichneumon	best	1	0.0434	1	1.0000	35	1	35	0.03	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	35.0	N/A	0.0	0.002	0.001	1.133
simadna_hd	499886	499886	499886	482	0.4037	1.44	f	496	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	487	0.9818	480	1.0145	11859	452	11210	15.88	++	58	106	36.3 (26.4,47.0)	30.2 (20.8,41.1)	20.0 (0.5,71.6)	14.3 (0.4,57.9)	52.3	51.8	1.53	0.719	0.741	0.97
simadna_hd	499886	499886	499886	58	0.2132	1.33	f	1009	Artiodactyla	Bovidae	Bos_taurus	best	959	0.9504	939	1.0212	14974	907	14625	31.86	++	124	216	40.7 (33.4,48.3)	35.2 (27.9,43.1)	35.7 (12.8,64.9)	33.3 (11.8,61.6)	52.0	52.4	2.99	0.916	0.929	0.986
simadna_hd	499886	499886	499886	5841	0.711	2.52	f	1520	Carnivora	Hyaenidae	Crocuta_crocuta	best	1407	0.9256	1366	1.0300	15574	1283	14857	45.08	++	175	331	37.6 (31.9,43.6)	30.5 (24.9,36.5)	38.1 (18.1,61.6)	33.3 (15.6,55.3)	51.8	51.5	4.14	0.908	0.974	0.932
simadna_hd	499886	499886	499886	6	0.001751	1.0	f	28	Rodentia	Muridae	Rattus_rattus	best	2	0.0714	2	1.0000	79	2	79	0.07	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.5	N/A	0.0	0.004	0.004	1.134
simadna_hd	499886	499886	499886	74	0.04046	1.0	f	35	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	34	0.9714	34	1.0000	1819	31	1690	1.08	++	7	14	75.0 (19.4,99.4)	71.4 (29.0,96.3)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	54.6	53.4	0.11	0.109	0.093	1.172
simadna_hd_01	499907	499907	499907	1263	0.1537	1.13	f	142	Carnivora	Hyaenidae	Crocuta_crocuta	best	129	0.9084	127	1.0157	5119	122	4953	45.52	++	15	26	30.8 (14.3,51.8)	29.2 (12.6,51.1)	0.0 (0.0,97.5)	0.0 (0.0,70.8)	50.2	51.6	0.37	0.298	0.28	1.066
simadna_hd_01	499907	499907	499907	13	0.008731	1.0	f	109	Artiodactyla	Bovidae	Bos_indicus	best	93	0.8532	93	1.0000	4128	90	3977	33.58	+	9	14	50.0 (18.7,81.3)	26.7 (7.8,55.1)	N/A (N/A,N/A)	0.0 (0.0,97.5)	51.7	59.5	0.29	0.252	0.23	1.097
simadna_hd_01	499907	499907	499907	32	0.02747	1.0	f	16	Proboscidea	Elephantidae	Mammuthus_primigenius	best	15	0.9375	15	1.0000	780	14	731	5.22	-	2	2	0.0 (0.0,84.2)	50.0 (6.8,93.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	52.2	58.0	0.04	0.046	0.04	1.155
simadna_hd_01	499907	499907	499907	42	0.03518	1.0	f	45	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	44	0.9777	43	1.0232	2135	42	2097	15.67	+	6	9	27.3 (6.0,61.0)	33.3 (9.9,65.1)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	53.9	58.4	0.13	0.129	0.115	1.117
simadna_hd_10	499901	499901	499901	12	0.001528	1.92	f	117	Primates	Cercopithecidae	Macaca_sylvanus	best	16	0.1367	15	1.0666	475	14	426	0.05	-	2	5	50.0 (1.3,98.7)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.6	50.8	0.04	0.028	0.039	0.723
simadna_hd_10	499901	499901	499901	12	0.00153	1.5	f	56	Rodentia	Echimyidae	Proechimys_steerei	best	1	0.0178	1	1.0000	43	1	43	0.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.0	N/A	0.0	0.002	0.002	1.133
simadna_hd_10	499901	499901	499901	13	0.002041	1.62	f	51	Primates	Cheirogaleidae	Microcebus_jollyae	best	4	0.0784	4	1.0000	137	2	83	0.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	63.5	N/A	0.01	0.008	0.011	0.69
simadna_hd_10	499901	499901	499901	14	0.001518	1.5	f	142	Rodentia	Sciuridae	Tamias_striatus	best	9	0.0633	9	1.0000	383	8	329	0.03	-	0	2	0.0 (0.0,97.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.0	44.0	0.02	0.023	0.022	1.02
simadna_hd_10	499901	499901	499901	15	0.003414	1.07	f	28	Artiodactyla	Delphinidae	Lagenorhynchus_albirostris	best	1	0.0357	1	1.0000	36	1	36	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	36.0	N/A	0.0	0.002	0.001	1.133
