RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	SpeciesKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	MeanFragmentLength	MeanFragmentLength(3term)	Coverage	Breadth	ExpectedBreadth	ProportionExpectedBreadth
simadna_01	499903	499903	499903	1924	0.2964	1.28	f	212	Carnivora	Hyaenidae	Crocuta_crocuta	best	201	0.9481	199	1.0100	7472	186	6930	47.44	-	0	1	0.0 (0.0,10.6)	0.0 (0.0,8.4)	N/A (N/A,N/A)	N/A (N/A,N/A)	49.9	58.0	0.58	0.435	0.405	1.076
simadna_01	499903	499903	499903	7	0.002059	1.0	f	111	Rodentia	Muridae	Rattus_leucopus	best	0	0	0	0	0	0	0	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A	N/A	0	0.0	0.0	
simadna_01	499903	499903	499903	81	0.09518	1.0	f	62	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	58	0.9354	58	1.0000	2575	54	2396	13.77	-	0	0	0.0 (0.0,30.8)	0.0 (0.0,23.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.2	N/A	0.17	0.156	0.144	1.083
simadna_10	499896	499896	499896	135	0.02533	7.46	f	254	Primates	Cebidae	Leontopithecus_rosalia	best	22	0.0866	21	1.0476	195	21	195	0.07	-	0	2	0.0 (0.0,45.9)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.9	43.5	0.05	0.011	0.047	0.245
simadna_10	499896	499896	499896	26	0.006145	2.31	f	75	Didelphimorphia	Didelphidae	Didelphis_albiventris	best	0	0	0	0	0	0	0	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A	N/A	0	0.0	0.0	
simadna_10	499896	499896	499896	31	0.136	32.4	f	11895	Artiodactyla	Bovidae	Bos_taurus	best	11850	0.9962	9659	1.2268	16012	9301	15883	31.41	-	8	22	0.1 (0.0,0.4)	0.3 (0.1,0.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	53.1	56.9	31.45	0.98	0.999	0.98
simadna_10	499896	499896	499896	5	0.001471	52.0	f	175	Rodentia	Muridae	Rattus_leucopus	best	9	0.0514	9	1.0000	102	9	102	0.03	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.0	N/A	0.02	0.006	0.022	0.276
simadna_10	499896	499896	499896	5255	0.8096	48.3	f	19914	Carnivora	Hyaenidae	Crocuta_crocuta	best	19168	0.9625	13892	1.3797	16750	12985	16171	43.85	-	54	126	0.9 (0.6,1.3)	1.1 (0.8,1.6)	0.0 (0.0,30.8)	0.0 (0.0,41.0)	53.9	55.1	43.88	0.977	1.0	0.977
simadna_10	499896	499896	499896	559	0.6553	3.94	f	1890	Proboscidea	Elephantidae	Mammuthus_primigenius	best	1880	0.9947	1814	1.0363	16237	1771	16000	5.98	-	0	2	0.0 (0.0,1.1)	0.0 (0.0,1.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.8	43.0	5.49	0.968	0.992	0.975
simadna_10	499896	499896	499896	586	0.4162	1.39	f	444	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	443	0.9977	440	1.0068	12130	422	11641	1.42	-	0	2	0.0 (0.0,3.6)	0.0 (0.0,3.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.0	37.5	1.32	0.732	0.69	1.06
simadna_10	499896	499896	499896	707	0.8308	13.6	f	6013	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	5985	0.9953	5363	1.1159	16072	5098	15719	17.21	-	4	18	0.3 (0.1,0.8)	0.1 (0.0,0.6)	0.0 (0.0,97.5)	N/A (N/A,N/A)	52.4	53.1	17.08	0.975	0.999	0.975
simadna_100	499924	499924	499924	33	0.03119	212.0	f	117005	Artiodactyla	Bovidae	Bos_indicus	best	115240	0.9849	27610	4.1738	16212	26378	16062	27.57	-	187	581	1.8 (1.4,2.2)	1.8 (1.5,2.2)	0.0 (0.0,14.2)	0.0 (0.0,17.6)	61.6	60.8	104.26	0.992	1.0	0.992
simadna_100	499924	499924	499924	5256	0.8097	474.0	f	198991	Carnivora	Hyaenidae	Crocuta_crocuta	best	192035	0.9650	30037	6.3932	16896	27999	16350	29.26	-	106	302	0.9 (0.7,1.1)	0.9 (0.7,1.2)	0.0 (0.0,41.0)	0.0 (0.0,28.5)	60.5	59.6	106.47	0.985	1.0	0.985
simadna_100	499924	499924	499924	561	0.6577	39.8	f	18949	Proboscidea	Elephantidae	Mammuthus_primigenius	best	18947	0.9998	14176	1.3365	16413	13917	16229	14.54	-	14	49	0.2 (0.1,0.5)	0.3 (0.1,0.6)	0.0 (0.0,70.8)	0.0 (0.0,84.2)	53.1	53.0	44.84	0.978	1.0	0.978
simadna_100	499924	499924	499924	6	0.001765	392.0	f	630	Rodentia	Muridae	Rattus_leucopus	best	123	0.1952	58	2.1206	313	58	313	0.06	-	0	4	0.0 (0.0,30.8)	0.0 (0.0,28.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.4	36.5	0.15	0.019	0.127	0.15
simadna_100	499924	499924	499924	691	0.812	145.0	f	59008	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	58754	0.9956	24620	2.3864	16404	23359	16041	24.41	-	36	93	0.3 (0.2,0.6)	0.4 (0.3,0.7)	0.0 (0.0,70.8)	0.0 (0.0,70.8)	58.5	62.6	87.62	0.995	1.0	0.995
simadna_100	499924	499924	499924	8	0.001409	1.0	f	819	Chiroptera	Phyllostomidae	Sturnira_bakeri	best	6	0.0073	4	1.5000	116	4	116	0.00	-	1	1	0.0 (0.0,97.5)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.8	43.0	0.01	0.007	0.009	0.771
simadna_100	499924	499924	499924	997	0.7081	9.19	f	4438	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	4432	0.9986	4140	1.0705	16387	3950	16205	4.12	-	6	22	0.5 (0.1,1.2)	0.2 (0.0,0.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	51.4	53.3	12.86	0.989	0.999	0.989
simadna_1000	4999210	4999210	4999210	1001	0.7109	98.2	f	44448	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	44376	0.9983	23491	1.8890	16503	22347	16377	15.55	-	39	133	0.3 (0.2,0.5)	0.5 (0.3,0.7)	0.0 (0.0,36.9)	0.0 (0.0,84.2)	56.1	56.5	79.73	0.996	1.0	0.996
simadna_1000	4999210	4999210	4999210	12	0.003101	1.0	f	1386	Carnivora	Otariidae	Arctocephalus_townsendi	best	80	0.0577	25	3.2000	603	25	603	0.01	-	1	1	14.3 (0.4,57.9)	0.0 (0.0,41.0)	N/A (N/A,N/A)	0.0 (0.0,97.5)	44.6	36.0	0.06	0.036	0.057	0.631
simadna_1000	4999210	4999210	4999210	12	0.003744	1.08	f	30	Artiodactyla	Delphinidae	Lagenorhynchus_acutus	best	13	0.4333	5	2.6000	235	4	187	0.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.8	N/A	0.01	0.014	0.012	1.139
simadna_1000	4999210	4999210	4999210	120	0.01843	1.23	f	4660	Carnivora	Eupleridae	Cryptoprocta_ferox	best	1081	0.2319	110	9.8272	1104	60	984	0.04	-	2	4	8.3 (0.2,38.5)	5.6 (0.1,27.3)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.7	44.5	0.29	0.065	0.226	0.289
simadna_1000	4999210	4999210	4999210	13	0.002193	1.08	f	73	Rodentia	Cricetidae	Microtus_richardsoni	best	35	0.4794	11	3.1818	443	11	443	0.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	51.2	N/A	0.03	0.027	0.03	0.904
simadna_1000	4999210	4999210	4999210	14	0.003241	1.93	f	1074	Perissodactyla	Equidae	Equus_zebra_hartmannae	best	119	0.1108	23	5.1739	550	23	550	0.01	-	1	3	16.7 (0.4,64.1)	0.0 (0.0,52.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.6	36.0	0.05	0.033	0.05	0.667
simadna_1000	4999210	4999210	4999210	159	0.1503	431.0	f	1174983	Artiodactyla	Bovidae	Bos_indicus	best	1159718	0.9870	30533	37.9824	16253	29420	16080	20.47	-	215	600	1.9 (1.5,2.2)	1.9 (1.5,2.2)	0.0 (0.0,16.1)	0.0 (0.0,16.1)	49.7	48.2	93.08	0.994	1.0	0.994
simadna_1000	4999210	4999210	4999210	19	0.002146	1.0	f	6	Dasyuromorphia	Dasyuridae	Antechinus_arktos	best	13	2.1666	3	4.3333	131	3	131	0.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.7	N/A	0.0	0.007	0.006	1.136
simadna_1000	4999210	4999210	4999210	19	0.006502	1.37	f	24	Primates	Lepilemuridae	Lepilemur_otto	best	17	0.7083	6	2.8333	227	6	227	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.0	N/A	0.01	0.013	0.013	0.98
simadna_1000	4999210	4999210	4999210	19	0.01405	1.0	f	3453	Artiodactyla	Cervidae	Cervus_nippon_yakushimae	best	200	0.0579	77	2.5974	1861	76	1825	0.05	-	2	5	0.0 (0.0,20.6)	13.3 (1.7,40.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.6	49.6	0.21	0.113	0.174	0.647
simadna_1000	4999210	4999210	4999210	20	0.002881	1.1	f	115	Rodentia	Echimyidae	Proechimys_hoplomyoides	best	26	0.2260	7	3.7142	338	7	338	0.00	-	1	1	0.0 (0.0,97.5)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.3	42.0	0.02	0.02	0.017	1.142
simadna_1000	4999210	4999210	4999210	20	0.002948	1.0	f	5657	Chiroptera	Vespertilionidae	Myotis_formosus	best	253	0.0447	70	3.6142	1046	62	847	0.04	-	2	3	6.7 (0.2,31.9)	8.3 (0.2,38.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	47.0	41.3	0.19	0.06	0.154	0.394
simadna_1000	4999210	4999210	4999210	20	0.003199	1.1	f	25	Lagomorpha	Leporidae	Lepus_americanus	best	11	0.4400	7	1.5714	288	6	242	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.7	N/A	0.01	0.016	0.017	0.973
simadna_1000	4999210	4999210	4999210	20	0.003564	1.0	f	7931	Chiroptera	Phyllostomidae	Sturnira_ludovici	best	297	0.0374	80	3.7125	1057	80	1057	0.05	-	3	5	6.7 (0.2,31.9)	13.3 (1.7,40.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.8	47.0	0.22	0.063	0.176	0.359
simadna_1000	4999210	4999210	4999210	21	0.003228	1.24	f	21	Artiodactyla	Camelidae	Camelus_dromedarius	best	5	0.2380	2	2.5000	50	2	50	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.0	N/A	0.0	0.003	0.004	0.644
simadna_1000	4999210	4999210	4999210	21	0.005134	1.1	f	25	Primates	Cheirogaleidae	Microcebus_danfossi	best	15	0.6000	5	3.0000	249	4	196	0.00	-	0	0	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.5	N/A	0.01	0.014	0.013	1.063
simadna_1000	4999210	4999210	4999210	22	0.002336	1.45	f	6	Didelphimorphia	Didelphidae	Gracilinanus_agilis	best	8	1.3333	2	4.0000	49	2	49	0.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.5	N/A	0.0	0.002	0.004	0.625
simadna_1000	4999210	4999210	4999210	22	0.009039	1.14	f	138	Primates	Cercopithecidae	Macaca_nigra	best	23	0.1666	10	2.3000	452	10	452	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.8	N/A	0.02	0.027	0.025	1.084
simadna_1000	4999210	4999210	4999210	23	0.003011	1.17	f	18	Scandentia	Tupaiidae	Tupaia_minor	best	7	0.3888	3	2.3333	83	3	83	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.0	N/A	0.0	0.005	0.006	0.805
simadna_1000	4999210	4999210	4999210	23	0.003447	1.0	f	720	Cingulata	Chlamyphoridae	Cabassous_tatouay	best	58	0.0805	16	3.6250	407	16	407	0.01	-	0	1	0.0 (0.0,97.5)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.9	50.0	0.04	0.024	0.034	0.699
simadna_1000	4999210	4999210	4999210	23	0.004716	1.0	f	9322	Carnivora	Mustelidae	Mustela_kathiah	best	1093	0.1172	120	9.1083	1189	120	1189	0.08	-	0	0	0.0 (0.0,18.5)	0.0 (0.0,10.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.6	N/A	0.32	0.071	0.248	0.289
simadna_1000	4999210	4999210	4999210	24	0.0217	1.0	f	612	Carnivora	Ursidae	Ursus_thibetanus_formosanus	best	37	0.0604	17	2.1764	738	15	665	0.01	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.8	N/A	0.04	0.043	0.042	1.007
simadna_1000	4999210	4999210	4999210	25	0.002339	33.0	f	95	Eulipotyphla	Erinaceidae	Hemiechinus_auritus	best	24	0.2526	9	2.6666	447	9	447	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	59.4	N/A	0.03	0.025	0.026	0.959
simadna_1000	4999210	4999210	4999210	25	0.005565	1.16	f	5861	Eulipotyphla	Soricidae	Sorex_tundrensis	best	157	0.0267	49	3.2040	956	46	915	0.03	-	1	1	0.0 (0.0,28.5)	6.7 (0.2,31.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.3	42.0	0.13	0.054	0.111	0.489
simadna_1000	4999210	4999210	4999210	26	0.003817	1.0	f	151	Rodentia	Sciuridae	Sundasciurus_lowii	best	51	0.3377	21	2.4285	788	19	746	0.01	-	1	1	25.0 (0.6,80.6)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.8	37.0	0.06	0.048	0.053	0.909
simadna_1000	4999210	4999210	4999210	26	0.004227	1.31	f	5417	Lagomorpha	Ochotonidae	Ochotona_princeps	best	181	0.0334	50	3.6200	635	50	635	0.03	-	0	3	0.0 (0.0,26.5)	0.0 (0.0,30.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.7	46.0	0.13	0.038	0.114	0.335
simadna_1000	4999210	4999210	4999210	26	0.004541	1.0	f	6249	Rodentia	Muridae	Rattus_norvegicus	best	1556	0.2489	123	12.6504	891	122	849	0.08	-	3	7	11.5 (2.4,30.2)	0.0 (0.0,18.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	45.5	47.1	0.34	0.054	0.261	0.209
simadna_1000	4999210	4999210	4999210	27	0.006574	1.11	f	38	Carnivora	Phocidae	Phoca_groenlandica	best	26	0.6842	9	2.8888	404	9	404	0.00	-	0	0	0.0 (0.0,70.8)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.4	N/A	0.02	0.024	0.023	1.022
simadna_1000	4999210	4999210	4999210	30	0.004279	1.2	f	22	Pholidota	Manidae	Manis_crassicaudata	best	11	0.5000	4	2.7500	168	4	168	0.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.0	N/A	0.01	0.01	0.008	1.137
simadna_1000	4999210	4999210	4999210	30	0.004872	1.2	f	4139	Chiroptera	Rhinolophidae	Rhinolophus_ferrumequinum_korai	best	352	0.0850	84	4.1904	631	84	631	0.05	-	4	8	7.1 (0.2,33.9)	13.6 (2.9,34.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.0	48.2	0.22	0.037	0.179	0.208
simadna_1000	4999210	4999210	4999210	33	0.003396	145.0	f	2356	Macroscelidea	Macroscelididae	Elephantulus_intufi	best	63	0.0267	16	3.9375	337	16	337	0.01	-	0	0	0.0 (0.0,36.9)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.4	N/A	0.03	0.02	0.033	0.601
simadna_1000	4999210	4999210	4999210	33	0.003723	1.0	f	17	Rodentia	Spalacidae	Rhizomys_sinensis	best	7	0.4117	3	2.3333	175	3	175	0.00	-	0	1	N/A (N/A,N/A)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	59.3	38.0	0.01	0.01	0.009	1.118
simadna_1000	4999210	4999210	4999210	33	0.0305	143.0	f	6401	Carnivora	Felidae	Panthera_tigris_amoyensis	best	1169	0.1826	245	4.7714	1907	242	1827	0.16	-	3	8	4.1 (0.5,14.0)	1.4 (0.0,7.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.5	57.4	0.77	0.112	0.494	0.226
simadna_1000	4999210	4999210	4999210	34	0.006585	1.18	f	148	Perissodactyla	Rhinocerotidae	Rhinoceros_unicornis	best	11	0.0743	8	1.3750	328	8	328	0.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.9	N/A	0.02	0.019	0.021	0.922
simadna_1000	4999210	4999210	4999210	35	0.008444	1.57	f	15	Artiodactyla	Ziphiidae	Mesoplodon_ginkgodens	best	7	0.4666	4	1.7500	127	4	127	0.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.5	N/A	0.01	0.007	0.008	0.87
simadna_1000	4999210	4999210	4999210	36	0.005161	1.03	f	8	Pilosa	Megalonychidae	Choloepus_didactylus	best	7	0.8750	3	2.3333	110	3	110	0.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	36.7	N/A	0.0	0.006	0.005	1.135
simadna_1000	4999210	4999210	4999210	36	0.005173	1.11	f	75	Eulipotyphla	Talpidae	Uropsilus_sp._1_FT-2014	best	25	0.3333	10	2.5000	456	8	397	0.00	-	0	1	0.0 (0.0,84.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.2	62.0	0.03	0.027	0.027	1.001
simadna_1000	4999210	4999210	4999210	41	0.00664	1.17	f	1429	Chiroptera	Pteropodidae	Rousettus_amplexicaudatus	best	58	0.0405	22	2.6363	659	21	623	0.01	-	0	0	0.0 (0.0,52.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.4	N/A	0.06	0.039	0.054	0.729
simadna_1000	4999210	4999210	4999210	43	0.006922	1.09	f	105	Rodentia	Dipodidae	Sicista_betulina	best	9	0.0857	4	2.2500	184	4	184	0.00	-	0	0	N/A (N/A,N/A)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	55.2	N/A	0.01	0.011	0.011	0.948
simadna_1000	4999210	4999210	4999210	49	0.007284	1.08	f	1753	Carnivora	Canidae	Vulpes_chama	best	272	0.1551	47	5.7872	786	46	739	0.03	-	1	1	0.0 (0.0,60.2)	14.3 (0.4,57.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.2	58.0	0.12	0.046	0.101	0.461
simadna_1000	4999210	4999210	4999210	49	0.009195	1.16	f	25	Primates	Cebidae	Leontopithecus_rosalia	best	21	0.8400	7	3.0000	254	7	254	0.00	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.3	35.0	0.01	0.015	0.017	0.876
simadna_1000	4999210	4999210	4999210	52	0.006649	1.56	f	12	Carnivora	Mephitidae	Mydaus_javanensis	best	14	1.1666	6	2.3333	159	6	159	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.2	N/A	0.01	0.009	0.014	0.669
simadna_1000	4999210	4999210	4999210	55	0.01224	678.0	f	4075	Carnivora	Viverridae	Genetta_genetta	best	1120	0.2748	185	6.0540	1272	185	1272	0.12	-	4	14	3.0 (0.1,15.8)	6.0 (1.3,16.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.8	45.9	0.53	0.075	0.376	0.2
simadna_1000	4999210	4999210	4999210	5606	0.8637	4440.0	f	1989971	Carnivora	Hyaenidae	Crocuta_crocuta	best	1926979	0.9683	31893	60.4201	16965	29945	16397	20.84	-	106	322	0.8 (0.6,1.1)	0.9 (0.7,1.1)	0.0 (0.0,30.8)	0.0 (0.0,36.9)	47.7	49.2	89.25	0.989	1.0	0.989
simadna_1000	4999210	4999210	4999210	561	0.6577	394.0	f	188683	Proboscidea	Elephantidae	Mammuthus_primigenius	best	188667	0.9999	31880	5.9180	16450	31240	16304	21.74	-	32	105	0.3 (0.2,0.4)	0.3 (0.2,0.4)	0.0 (0.0,70.8)	N/A (N/A,N/A)	60.3	59.9	114.55	0.98	1.0	0.98
simadna_1000	4999210	4999210	4999210	704	0.8273	1430.0	f	592386	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	590430	0.9966	30525	19.3425	16415	29029	16026	20.20	-	34	98	0.3 (0.2,0.5)	0.3 (0.2,0.5)	0.0 (0.0,52.2)	0.0 (0.0,97.5)	52.5	55.5	97.57	0.996	1.0	0.996
simadna_1000	4999210	4999210	4999210	79	0.01814	298.0	f	11716	Carnivora	Herpestidae	Herpestes_ichneumon	best	4081	0.3483	272	15.0036	1575	270	1548	0.18	-	7	16	3.9 (0.5,13.5)	8.2 (2.7,18.1)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	48.3	48.9	0.78	0.093	0.498	0.188
simadna_hd	499886	499886	499886	10	0.00162	1.0	f	67	Rodentia	Sciuridae	Tamiops_maritimus	best	0	0	0	0	0	0	0	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A	N/A	0	0.0	0.0	
simadna_hd	499886	499886	499886	10	0.002797	1.1	f	50	Artiodactyla	Cervidae	Mazama_nemorivaga	best	6	0.1200	6	1.0000	175	6	175	0.20	-	1	1	0.0 (0.0,97.5)	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	44.3	40.0	0.01	0.01	0.014	0.75
simadna_hd	499886	499886	499886	11	0.002014	1.0	f	89	Chiroptera	Vespertilionidae	Myotis_volans	best	1	0.0112	1	1.0000	45	1	45	0.03	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.0	N/A	0.0	0.002	0.002	1.133
simadna_hd	499886	499886	499886	110	0.02064	4.55	f	156	Primates	Cebidae	Leontopithecus_rosalia	best	7	0.0448	7	1.0000	204	7	204	0.24	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.4	N/A	0.01	0.012	0.015	0.771
