RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	SpeciesKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	MeanFragmentLength	MeanFragmentLength(3term)	Coverage	Breadth	ExpectedBreadth	ProportionExpectedBreadth
simadna_100	499924	499924	499924	1139	0.6479	29.5	f	19457	Proboscidea	Elephantidae	Mammuthus_primigenius	best	19439	0.9990	14516	1.3391	16443	14257	16259	14.11	-	15	52	0.2 (0.1,0.5)	0.3 (0.1,0.6)	0.0 (0.0,70.8)	0.0 (0.0,70.8)	52.9	52.1	45.81	0.98	1.0	0.98
simadna_100	499924	499924	499924	1573	0.7924	107.0	f	65967	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	65715	0.9961	26962	2.4373	16410	25531	16048	25.27	-	35	96	0.3 (0.2,0.5)	0.4 (0.2,0.6)	0.0 (0.0,84.2)	0.0 (0.0,70.8)	58.0	62.0	95.21	0.995	1.0	0.995
simadna_100	499924	499924	499924	1939	0.7174	6.7	f	4640	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	4639	0.9997	4325	1.0726	16455	4126	16256	4.08	-	6	23	0.4 (0.1,1.1)	0.2 (0.0,0.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	51.3	52.5	13.4	0.993	0.999	0.993
simadna_100	499924	499924	499924	57	0.2271	219.0	f	130557	Artiodactyla	Bovidae	Bos_javanicus	best	130527	0.9997	29847	4.3732	16229	28497	16006	28.21	-	20	55	0.1 (0.1,0.3)	0.2 (0.1,0.4)	0.0 (0.0,84.2)	0.0 (0.0,84.2)	61.1	65.5	111.94	0.993	1.0	0.993
simadna_100	499924	499924	499924	8973	0.8014	334.0	f	205553	Carnivora	Hyaenidae	Crocuta_crocuta	best	199419	0.9701	30644	6.5076	16851	28601	16304	28.31	-	105	310	0.8 (0.6,1.1)	0.9 (0.7,1.2)	0.0 (0.0,33.6)	0.0 (0.0,28.5)	60.6	59.8	108.79	0.983	1.0	0.983
simadna_1000	4999210	4999210	4999210	11	0.00113	1.0	f	947	Eulipotyphla	Talpidae	Uropsilus_gracilis	best	22	0.0232	8	2.7500	382	7	340	0.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	52.9	N/A	0.02	0.023	0.021	1.064
simadna_1000	4999210	4999210	4999210	11	0.001347	1.0	f	753	Carnivora	Phocidae	Phoca_fasciata	best	31	0.0411	12	2.5833	486	12	486	0.00	-	0	2	0.0 (0.0,70.8)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.7	77.0	0.03	0.029	0.029	0.981
simadna_1000	4999210	4999210	4999210	11	0.001896	1.0	f	16	Rodentia	Echimyidae	Proechimys_cuvieri	best	22	1.3750	6	3.6666	236	6	236	0.00	-	1	1	0.0 (0.0,84.2)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.2	42.0	0.01	0.014	0.013	1.063
simadna_1000	4999210	4999210	4999210	1139	0.6479	291.0	f	193946	Proboscidea	Elephantidae	Mammuthus_primigenius	best	193803	0.9992	32298	6.0004	16450	31658	16304	21.62	-	33	108	0.3 (0.2,0.4)	0.3 (0.2,0.4)	0.0 (0.0,70.8)	0.0 (0.0,97.5)	60.0	59.3	115.56	0.98	1.0	0.98
simadna_1000	4999210	4999210	4999210	12	0.001412	1.0	f	5022	Chiroptera	Pteropodidae	Pteropus_vampyrus	best	1192	0.2373	54	22.0740	403	53	343	0.03	-	1	3	0.0 (0.0,24.7)	12.5 (0.3,52.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.7	42.3	0.14	0.024	0.119	0.204
simadna_1000	4999210	4999210	4999210	12	0.001567	1700.0	f	1962	Carnivora	Canidae	Vulpes_ferrilata	best	1297	0.6610	68	19.0735	603	68	603	0.04	-	3	9	12.5 (1.6,38.3)	20.0 (0.5,71.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.4	45.6	0.17	0.036	0.141	0.255
simadna_1000	4999210	4999210	4999210	12	0.002569	558.0	f	164	Primates	Cheirogaleidae	Microcebus_mamiratra	best	12	0.0731	4	3.0000	130	3	77	0.00	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	37.3	N/A	0.0	0.007	0.008	0.896
simadna_1000	4999210	4999210	4999210	13	0.001295	1.0	f	3795	Eulipotyphla	Soricidae	Sorex_roboratus	best	26	0.0068	12	2.1666	557	11	509	0.00	-	0	0	0.0 (0.0,60.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.5	N/A	0.03	0.032	0.032	1.008
simadna_1000	4999210	4999210	4999210	16	0.001474	1.0	f	45	Rodentia	Cricetidae	Peromyscus_crinitus	best	31	0.6888	12	2.5833	507	12	507	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	50.2	N/A	0.03	0.03	0.031	0.973
simadna_1000	4999210	4999210	4999210	1604	0.8081	1050.0	f	661105	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	659285	0.9972	31847	20.7016	16405	30197	16026	20.62	-	34	99	0.3 (0.2,0.5)	0.2 (0.1,0.4)	0.0 (0.0,60.2)	0.0 (0.0,60.2)	50.2	53.5	97.62	0.995	1.0	0.995
simadna_1000	4999210	4999210	4999210	1939	0.7174	71.1	f	46463	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	46441	0.9995	24430	1.9009	16518	23270	16392	15.89	-	40	135	0.3 (0.2,0.5)	0.5 (0.3,0.7)	0.0 (0.0,33.6)	0.0 (0.0,84.2)	55.9	56.7	82.65	0.997	1.0	0.997
simadna_1000	4999210	4999210	4999210	20	0.001741	1.0	f	50	Rodentia	Sciuridae	Sundasciurus_brookei	best	58	1.1600	22	2.6363	882	20	840	0.01	-	0	1	0.0 (0.0,60.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.2	42.0	0.06	0.053	0.054	0.982
simadna_1000	4999210	4999210	4999210	21	0.007327	1.0	f	4114	Carnivora	Mustelidae	Mustela_nigripes	best	1229	0.2987	83	14.8072	1008	82	996	0.05	-	2	4	12.5 (1.6,38.3)	0.0 (0.0,19.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.6	40.8	0.2	0.06	0.168	0.361
simadna_1000	4999210	4999210	4999210	21	0.0121	1.1	f	92	Artiodactyla	Cervidae	Cervus_nippon_hortulorum	best	100	1.0869	44	2.2727	1558	38	1383	0.02	-	4	5	16.7 (2.1,48.4)	18.2 (2.3,51.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	48.9	48.2	0.12	0.094	0.107	0.88
simadna_1000	4999210	4999210	4999210	23	0.002077	1.52	f	826	Chiroptera	Vespertilionidae	Myotis_frater	best	44	0.0532	21	2.0952	861	18	748	0.01	-	1	1	0.0 (0.0,84.2)	20.0 (0.5,71.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	56.0	78.0	0.06	0.05	0.056	0.895
simadna_1000	4999210	4999210	4999210	25	0.00186	1.0	f	1587	Macroscelidea	Macroscelididae	Elephantulus_intufi	best	2	0.0012	2	1.0000	81	2	81	0.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.5	N/A	0.0	0.004	0.004	1.134
simadna_1000	4999210	4999210	4999210	28	0.002778	1.21	f	5782	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	40	0.0069	19	2.1052	523	17	459	0.01	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.2	N/A	0.04	0.031	0.042	0.732
simadna_1000	4999210	4999210	4999210	29	0.004017	1.07	f	3877	Rodentia	Muridae	Rattus_korinchi	best	34	0.0087	16	2.1250	645	15	584	0.01	-	0	0	0.0 (0.0,70.8)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.5	N/A	0.04	0.039	0.037	1.042
simadna_1000	4999210	4999210	4999210	297	0.1157	189.0	f	1307748	Artiodactyla	Bovidae	Bos_indicus	best	1293314	0.9889	31364	41.2356	16306	30185	16100	20.61	-	217	626	1.9 (1.6,2.3)	1.8 (1.4,2.1)	0.0 (0.0,14.8)	0.0 (0.0,18.5)	47.2	46.4	90.76	0.997	1.0	0.997
simadna_1000	4999210	4999210	4999210	3	0.0006041	1.67	f	157	Primates	Cercopithecidae	Trachypithecus_poliocephalus	best	18	0.1146	10	1.8000	398	10	398	0.00	-	0	0	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.8	N/A	0.02	0.024	0.025	0.935
simadna_1000	4999210	4999210	4999210	34	0.00384	202.0	f	4152	Carnivora	Viverridae	Genetta_genetta	best	749	0.1803	45	16.6444	901	45	901	0.03	-	1	2	11.1 (0.3,48.2)	0.0 (0.0,28.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.8	47.0	0.12	0.053	0.104	0.511
simadna_1000	4999210	4999210	4999210	35	0.002817	685.0	f	1867	Cingulata	Chlamyphoridae	Calyptophractus_retusus	best	1148	0.6148	54	21.2592	195	54	195	0.03	-	4	9	15.4 (1.9,45.4)	18.2 (2.3,51.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.5	37.6	0.13	0.012	0.112	0.107
simadna_1000	4999210	4999210	4999210	37	0.003533	93.2	f	2586	Perissodactyla	Rhinocerotidae	Dicerorhinus_sumatrensis	best	1913	0.7397	54	35.4259	369	54	369	0.03	-	1	3	6.2 (0.2,30.2)	0.0 (0.0,33.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.9	65.7	0.15	0.022	0.129	0.172
simadna_1000	4999210	4999210	4999210	41	0.00399	1.07	f	3129	Carnivora	Eupleridae	Fossa_fossana	best	65	0.0207	22	2.9545	507	22	507	0.01	-	0	0	0.0 (0.0,70.8)	0.0 (0.0,45.9)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.7	N/A	0.05	0.03	0.047	0.64
simadna_1000	4999210	4999210	4999210	43	0.006224	402.0	f	7387	Carnivora	Felidae	Leopardus_colocolo	best	2887	0.3908	133	21.7067	1908	131	1812	0.08	-	3	13	4.5 (0.1,22.8)	7.1 (0.9,23.5)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	45.8	45.8	0.36	0.114	0.277	0.413
simadna_1000	4999210	4999210	4999210	54	0.005987	1.07	f	9651	Carnivora	Herpestidae	Herpestes_ichneumon	best	4388	0.4546	212	20.6981	1464	209	1354	0.14	-	9	18	6.4 (1.3,17.5)	12.5 (4.7,25.2)	0.0 (0.0,84.2)	0.0 (0.0,84.2)	52.3	49.3	0.66	0.087	0.441	0.197
simadna_1000	4999210	4999210	4999210	7	0.003133	1.0	f	1920	Carnivora	Ursidae	Ursus_thibetanus_formosanus	best	305	0.1588	28	10.8928	555	26	458	0.01	-	1	1	50.0 (1.3,98.7)	0.0 (0.0,33.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	42.3	41.0	0.07	0.032	0.06	0.541
simadna_1000	4999210	4999210	4999210	9460	0.8449	3180.0	f	2059445	Carnivora	Hyaenidae	Crocuta_crocuta	best	2002207	0.9722	32127	62.3216	16882	30199	16306	20.62	-	102	316	0.7 (0.5,1.0)	0.9 (0.6,1.1)	0.0 (0.0,26.5)	0.0 (0.0,41.0)	46.9	47.9	88.62	0.985	1.0	0.985
simadna_hd	499886	499886	499886	269	0.153	1.03	f	137	Proboscidea	Elephantidae	Mammuthus_primigenius	best	134	0.9781	134	1.0000	5510	133	5470	5.17	++	20	39	37.5 (21.1,56.3)	34.5 (17.9,54.3)	50.0 (6.8,93.2)	50.0 (6.8,93.2)	51.7	50.8	0.41	0.328	0.306	1.072
simadna_hd	499886	499886	499886	55	0.2191	1.36	f	926	Artiodactyla	Bovidae	Bos_javanicus	best	897	0.9686	878	1.0216	15034	850	14679	33.08	++	112	193	39.9 (32.3,47.8)	32.9 (25.5,41.0)	25.0 (5.5,57.2)	21.4 (4.7,50.8)	52.4	53.3	2.82	0.92	0.917	1.003
simadna_hd	499886	499886	499886	591	0.2977	1.3	f	470	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	464	0.9872	459	1.0108	12096	432	11432	16.81	++	59	105	35.2 (25.3,46.1)	31.5 (22.2,42.0)	20.0 (0.5,71.6)	14.3 (0.4,57.9)	52.8	53.0	1.47	0.733	0.728	1.007
simadna_hd	499886	499886	499886	6592	0.5888	2.0	f	1311	Carnivora	Hyaenidae	Crocuta_crocuta	best	1231	0.9389	1199	1.0266	15511	1127	14771	43.86	++	157	295	37.3 (31.3,43.7)	31.4 (25.4,37.9)	36.8 (16.3,61.6)	35.0 (15.4,59.2)	52.7	52.5	3.7	0.905	0.961	0.94
simadna_hd	499886	499886	499886	74	0.02738	1.0	f	30	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	29	0.9666	29	1.0000	1606	27	1521	1.05	++	6	12	100.0 (29.2,100.0)	57.1 (18.4,90.1)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	56.4	55.5	0.09	0.096	0.083	1.163
simadna_hd_01	499907	499907	499907	11	0.04382	1.0	f	100	Artiodactyla	Bovidae	Bos_javanicus	best	97	0.9700	97	1.0000	4306	95	4236	37.10	+	9	15	45.5 (16.7,76.6)	26.7 (7.8,55.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	51.9	60.6	0.3	0.263	0.237	1.107
simadna_hd_01	499907	499907	499907	1155	0.1032	1.09	f	126	Carnivora	Hyaenidae	Crocuta_crocuta	best	116	0.9206	114	1.0175	4809	109	4627	42.57	++	14	22	30.4 (13.2,52.9)	33.3 (14.6,57.0)	0.0 (0.0,97.5)	0.0 (0.0,70.8)	51.0	53.3	0.33	0.28	0.259	1.083
simadna_hd_01	499907	499907	499907	35	0.01991	1.0	f	14	Proboscidea	Elephantidae	Mammuthus_primigenius	best	14	1.0000	14	1.0000	725	13	676	5.07	-	2	2	0.0 (0.0,97.5)	50.0 (6.8,93.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	52.0	58.0	0.04	0.043	0.037	1.154
simadna_hd_01	499907	499907	499907	67	0.03375	1.0	f	41	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	40	0.9756	40	1.0000	1971	39	1933	15.23	++	6	7	42.9 (9.9,81.6)	50.0 (15.7,84.3)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	53.1	58.1	0.12	0.119	0.106	1.119
simadna_hd_10	499901	499901	499901	11	0.001309	2.64	f	130	Rodentia	Muridae	Rattus_exulans	best	13	0.1000	13	1.0000	387	13	387	0.05	-	2	2	25.0 (0.6,80.6)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.4	55.0	0.03	0.023	0.032	0.739
simadna_hd_10	499901	499901	499901	12	0.001001	1.0	f	49	Eulipotyphla	Soricidae	Crocidura_leucodon	best	3	0.0612	3	1.0000	128	3	128	0.01	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.7	35.0	0.0	0.007	0.006	1.136
simadna_hd_10	499901	499901	499901	12	0.001361	1.33	f	34	Artiodactyla	Ziphiidae	Mesoplodon_mirus	best	8	0.2352	8	1.0000	370	8	370	0.03	-	0	2	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.5	41.5	0.02	0.022	0.019	1.143
simadna_hd_10	499901	499901	499901	14	0.002926	2.86	f	49	Carnivora	Canidae	Canis_lupaster	best	8	0.1632	8	1.0000	340	7	271	0.03	-	1	1	33.3 (0.8,90.6)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.7	46.0	0.02	0.02	0.019	1.059
simadna_hd_10	499901	499901	499901	15	0.00136	1.0	f	83	Chiroptera	Pteropodidae	Rousettus_amplexicaudatus	best	2	0.0240	2	1.0000	86	2	86	0.00	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	43.0	N/A	0.0	0.005	0.004	1.135
simadna_hd_10	499901	499901	499901	1591	0.8015	5.03	f	4509	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	4441	0.9849	4119	1.0781	16293	3889	15911	17.62	++	464	903	35.6 (32.2,39.2)	31.1 (27.7,34.7)	36.5 (23.6,51.0)	32.8 (21.0,46.3)	53.2	53.8	13.34	0.988	0.999	0.988
simadna_hd_10	499901	499901	499901	16	0.001632	3.75	f	93	Chiroptera	Phyllostomidae	Artibeus_lituratus	best	12	0.1290	12	1.0000	320	12	320	0.05	-	1	2	0.0 (0.0,84.2)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.2	43.0	0.03	0.019	0.026	0.725
simadna_hd_10	499901	499901	499901	17	0.001389	1.24	f	91	Rodentia	Sciuridae	Tamias_striatus	best	9	0.0989	9	1.0000	325	7	231	0.03	-	0	1	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.4	47.0	0.02	0.019	0.021	0.892
simadna_hd_10	499901	499901	499901	20	0.002642	1.75	f	42	Carnivora	Otariidae	Arctocephalus_townsendi	best	8	0.1904	8	1.0000	245	4	110	0.01	-	0	2	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	36.2	36.0	0.02	0.014	0.02	0.726
simadna_hd_10	499901	499901	499901	21	0.00304	3.52	f	230	Carnivora	Felidae	Leopardus_colocolo	best	62	0.2695	59	1.0508	1864	59	1864	0.26	+	9	16	44.4 (13.7,78.8)	23.8 (8.2,47.2)	0.0 (0.0,97.5)	0.0 (0.0,70.8)	48.5	51.4	0.17	0.111	0.14	0.795
simadna_hd_10	499901	499901	499901	24	0.002176	1.79	f	110	Chiroptera	Vespertilionidae	Myotis_bombinus	best	16	0.1454	16	1.0000	407	13	284	0.05	-	3	4	20.0 (0.5,71.6)	50.0 (6.8,93.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	43.2	41.5	0.04	0.023	0.036	0.654
simadna_hd_10	499901	499901	499901	25	0.002176	1.88	f	53	Eulipotyphla	Talpidae	Uropsilus_sp._1_FT-2014	best	10	0.1886	10	1.0000	240	10	240	0.04	-	1	3	33.3 (0.8,90.6)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.9	41.3	0.02	0.014	0.025	0.574
simadna_hd_10	499901	499901	499901	25	0.003019	1.04	f	120	Carnivora	Mustelidae	Mustela_erminea	best	25	0.2083	24	1.0416	718	22	653	0.09	-	3	3	0.0 (0.0,36.9)	37.5 (8.5,75.5)	0.0 (0.0,84.2)	N/A (N/A,N/A)	42.6	48.3	0.06	0.043	0.054	0.795
simadna_hd_10	499901	499901	499901	30	0.00517	1.23	f	194	Artiodactyla	Cervidae	Mazama_temama	best	32	0.1649	31	1.0322	1118	30	1082	0.13	-	3	4	40.0 (5.3,85.3)	33.3 (0.8,90.6)	0.0 (0.0,97.5)	N/A (N/A,N/A)	49.6	55.2	0.09	0.068	0.078	0.865
simadna_hd_10	499901	499901	499901	321	0.125	1.99	f	9161	Artiodactyla	Bovidae	Bos_indicus	best	8542	0.9324	7296	1.1707	16191	7006	15999	31.75	++	767	1595	29.9 (27.5,32.5)	31.5 (28.9,34.1)	24.4 (15.3,35.4)	26.0 (16.5,37.6)	53.4	53.6	23.92	0.99	0.999	0.99
simadna_hd_10	499901	499901	499901	35	0.003569	1.54	f	63	Carnivora	Phocidae	Monachus_monachus	best	16	0.2539	15	1.0666	396	15	396	0.06	-	2	2	50.0 (6.8,93.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	45.3	40.0	0.04	0.023	0.035	0.671
simadna_hd_10	499901	499901	499901	36	0.006858	1.64	f	38	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	9	0.2368	9	1.0000	301	8	266	0.03	-	0	2	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.4	70.5	0.02	0.017	0.021	0.816
simadna_hd_10	499901	499901	499901	4	0.0007984	2.0	f	57	Primates	Cercopithecidae	Macaca_nigra	best	7	0.1228	6	1.1666	200	6	200	0.02	-	2	2	100.0 (2.5,100.0)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.0	48.0	0.01	0.012	0.014	0.809
simadna_hd_10	499901	499901	499901	408	0.1509	1.15	f	307	Primates	Hominidae	Homo_sapiens_neanderthalensis	best	286	0.9315	285	1.0035	9617	275	9307	1.24	++	30	61	25.5 (14.7,39.0)	32.7 (19.9,47.5)	0.0 (0.0,84.2)	0.0 (0.0,60.2)	52.0	50.7	0.89	0.58	0.547	1.059
simadna_hd_10	499901	499901	499901	45	0.004006	1.49	f	83	Carnivora	Eupleridae	Cryptoprocta_ferox	best	25	0.3012	23	1.0869	636	23	636	0.10	-	2	3	50.0 (1.3,98.7)	33.3 (0.8,90.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	47.5	49.0	0.06	0.037	0.055	0.678
simadna_hd_10	499901	499901	499901	5	0.0004388	2.0	f	57	Rodentia	Cricetidae	Microtus_cabrerae	best	10	0.1754	9	1.1111	221	9	221	0.04	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	53.6	N/A	0.02	0.013	0.025	0.526
simadna_hd_10	499901	499901	499901	53	0.005363	1.55	f	100	Carnivora	Viverridae	Viverricula_indica	best	23	0.2300	23	1.0000	725	23	725	0.10	-	4	6	28.6 (3.7,71.0)	50.0 (6.8,93.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	45.1	49.3	0.06	0.043	0.053	0.813
